"Id","Name","Address","County","Country","Phone","Website","Activities","PersonResponsibleName","PersonResponsibleEmail","PersonResponsibleTelephone","Email","CompanyRegistrationNumber","CompanyRegisteredName","CompanyRegisteredAddress","CharityRegulationNumber","CHYNumber"
"461","Association of Licensed Telecommunications Operators (ALTO) Limited","Clifton House, Lr. Fitzwilliam Street, Dublin 2., Dublin, Dublin","Dublin","Ireland","+353872053215","www.alto.ie","Industry body","Ronan Lupton","ronan.lupton@alto.ie","+353872053215",,"305462","ASSOCIATION OF LICENSED TELECOMMUNICATIONS OPERATORS LIMITED","CLIFTON HOUSE FITZWILLIAM STREET LOWER DUBLIN 2 ",,
"254","Association of Occupational Therapists of Ireland","Suite 2.20 Smithfield Business Centre, The Distillers Building, Smithfield, Dublin, D.7, Dublin","Dublin","Ireland","01 8748136","www.aoti.ie","Health","Leana Colgan","lobbying@aoti.ie","01 8748136",,"165558","THE ASSOCIATION OF OCCUPATIONAL THERAPISTS OF IRELAND INCORPORATED","SUITE 2.20 THE DISTILLERS BUILDING SMITHFIELD BUSINESS CENTRE SMITHFIELD DUBLIN 7",,
"145","Association of Optometrists Ireland","13 Greenmount House, Harolds Cross Road, Dublin, D6W K461, Dublin","Dublin","Ireland","014538850","www.optometrists.ie","Health","Sean McCrave","sean@aoi.ie","01.4538850",,,"Association of Optometrists Ireland","13 Greenmount House, Harolds Cross Rd, Dublin 6W",,
"45","Association of Secondary Teachers, Ireland (ASTI)","Thomas MacDonagh House, Winetavern Street, Dublin 8 D08 P9V6, Dublin",,"Ireland","016040172","www.asti.ie","Trade union","Gemma Tuffy, Communications Officer","gtuffy@asti.ie","016040172",,,,,"551T",
"954","Athlone Chamber of Commerce and Industry","7 Main Street, Athlone, N37 X5K7, Westmeath","Westmeath","Ireland","0906498838","athlonechamber.ie","Industry body","John McGrath","johnmcg@mmkda.com","0878154918",,"109745","ATHLONE CHAMBER OF COMMERCE & INDUSTRY","7 MAIN STREET ATHLONE CO. WESTMEATH ",,
"1466","Athlone Community Radio","Business Development Centre, Ball Alley Lane, Parnell Sq, Athlone, N37 C671, Westmeath","Westmeath","Ireland","0906490722/0863143544","www.athlonecommunityradio.ie","Other (Community Services Project/Community Media)","Mary Lennon","manager@athlonecommunityradio.ie","0863143544",,"448011","ATHLONE COMMUNITY RADIO LIMITED","BUSINESS DEVELOPMENT CENTRE BALL ALLEY LANE ATHLONE CO. WESTMEATH",,
"1010","Athy Rugby Football Club","The Showgrounds, Athy, Kildare","Kildare","Ireland","0877973500","http://www.athyrugbyclub.com/","Other (Sports)","Diarmuid O'Connell","oconnell.diarmuid@gmail.com","0877973500",,,,,,
"899","Atlantic Youth Trust","Commissioners of Irish Lights, Harbour Road, Dun Laoghaire, Co Dublin, Dublin","Dublin","Ireland","0864095225","www.atlanticyouthtrust.org","Other (Youth Development)","Neil O'Hagan","nohagan@atlanticyouthtrust.org","+353864095225",,"533507","ATLANTIC YOUTH TRUST LIMITED","IRISH LIGHTS HARBOUR ROAD DUN LAOGHAIRE CO. DUBLIN","CHY 21079","CHY 21079"
"2009","Atlas GP Ltd","7th Floor, College House, Townsend Street, Dublin 2, Dublin","Dublin","Ireland","0858684037",,"Construction","Patrick Crean","patrick.crean@marlet.ie","087277 1189",,,"Atlas Gp Limited","Floor 7, College House, Townsend Street, Dublin 2",,
"1226","Attracta U??Bhroin","17 Finnspark, finnstown, lucan, dublin, codublin, Dublin","Dublin","Ireland","Not published",,"Other (environment)",,"attractaub@gmail.com",,,,,,,
"542","Aughinish Alumina Limited","Aughinish Island,, Askeaton, Limerick, Limerick, V94V8F7, Limerick","Limerick","Ireland","+353876740647","www.rusal.com","Manufacturing","Aileen O'Connell","aileen.oconnell@augh.com","+353876875971",,"59982","AUGHINISH ALUMINA LIMITED","AUGHINISH ISLAND, ASKEATON, CO. LIMERICK. ",,
"621","Aurivo Co-operative Society Limited","Finisklin Business Park, Sligo, Sligo","Sligo","Ireland","+353879197307","www.aurivo.ie","Agribusiness","Tomas McHale","tomas.mchale@aurivo.ie","+353879197307",,,,,,
"1410","Autism Spectrum Information, Advice and Meeting Point Ltd, Trading as AsIAm","DogPatch Labs, CHQ Building, Custom House Quay, Dublin 1, D01 Y6H7, Dublin","Dublin","Ireland","0871366527","https://asiam.ie","Other (Empowering people with Autism through advocacy and building public understanding)","Adam Harris","adam@asiam.ie","0871366527",,,"Autism Spectrum Information, Advice and Meeting Point Ltd","79 Redford Park, Greystones, Co. Wicklow",,"21201"
"170","Aviva Ireland","One Park Place, Hatch St, Dublin 2, Dublin, Dublin","Dublin","Ireland","018986574","www.aviva.ie","Finance","Cathy Herbert","Cathy.Herbert@aviva.ie","Land line 01 8986574 Mob:087 2395393",,"322579","AVIVA GROUP SERVICES IRELAND LIMITED","ONE PARK PLACE HATCH STREET DUBLIN 2 ",,
"896","Avolon","The Oval, Building 1, Shelbourne Road, Ballsbridge, Dublin 4, Dublin","Dublin","Ireland","01 231 5800","www.avolon.aero","Other (Aircraft Leasing and Finance)","Clodagh Daly","cdaly@avolon.aero","01 231 5822",,,"AVOLON AEROSPACE LEASING LIMITED","THE OVAL , BUILDING 1, SHELBOURNE ROAD, BALLSBRIDGE , DUBLIN 4",,
"1354","Avondhu Blackwater Partnership Ltd","The Mill, Castletownroche, Cork","Cork","Ireland","02246580","www.avondhublackwater.com","Other (Community development organisation)","Valerie Murphy","valerie@avondhublackwater.com","02246580",,"458500","AVONDHU/BLACKWATER PARTNERSHIP LIMITED","THE MILL CASTLETOWNROCHE CO CORK ","18253","2006981"
"483","Avril Doyle","Kitestown House, Crossabeg, Wexford, Wexford, Wexford","Wexford","Ireland","0539142873",,"Other (public service)",,"office@avrildoyle.ie",,,,,,,
"591","Aware","72 Lower Leeson Street, Dublin, Dublin, 2, Dublin","Dublin","Ireland","01 6617211","www.aware.ie","Health","Sandra Hogan","sandra.hogan@aware.ie","01 6617211",,,"Aware","72 Lower Leeson Street, Dublin 2","CHY 6748","6748"
"352","AXA Insurance dac","Wolfe Tone House, Wolfe Tone Street, Dublin 1, Dublin","Dublin","Ireland","01 4711531","www.axa.ie","Finance","Andrea Cassells","andrea.cassells@axa.ie","01 4711884",,"136155","AXA INSURANCE DESIGNATED ACTIVITY COMPANY","WOLFE TONE HOUSE, WOLFE TONE STREET, DUBLIN 1. ",,
"702","B&B Ireland","Belleek Road, Ballyshannon, Donegal","Donegal","Ireland","086 3345736","www.bandbireland.com","Industry body","Helena Healy","hhealy@bandbireland.com","0868523813",,"250714","BED AND BREAKFAST HOMES OF IRELAND LIMITED","BELLEEK ROAD, BALLYSHANNON, CO. DONEGAL. ",,
"407","B&Q Ireland Limite d","2 Grand Canal Square, Dublin 2",,"Ireland","02380690129",,"Other (DIY retail)","Sally Clifton","Sally.clifton@b-and-q.co.uk","02380690129",,"156844","B & Q IRELAND LIMITED","6TH FLOOR, 2 GRAND CANAL SQUARE  DUBLIN 2  ",,
"1716","BA(Finglas)Ltd","Unit 2, Abbeylands Shopping Centre, Clane, Kildare","Kildare","Ireland","045893200",,"Other (Supermarket)","Alan Condron","ac.clane@supervalu.ie","045893200",,,"BA(Finglas)Ltd","Unit 2 Abbeylands Shopping Centre",,
"1450","Babcock International Group","Rosyth Business Park, Rosyth, Dunfermline, KY11 2YD",,"United Kingdom","+447818016389","www.babcockinternational.com","Manufacturing","John A (Sean) Donaldson","sean.donaldson@babcockinternational.com","+447818016389",,,"Babcock Marine (Rosyth) Limited","Rosyth Business Park, Rosyth, Dunfermline  KY11 2YD",,
"1770","Babcock International Group","Devonport Royal Dockyard, Plymouth, PL1 4SG",,"United Kingdom","+447850211692","www.babcockinternational.com","Defense","Steve Murdoch","steve.murdoch@babcockinternational.com","+447850211692",,,,,,
"1973","Baker Tilly Hughes Blake","22/23 Holles Street, Dublin 2, Dublin, Dublin","Dublin","Ireland","01 6699999",,"Finance","Stephen McGivern","stephen.mcgivern@bakertillyhb.ie","01 6699999",,,,,,
"1618","Balark Investments Limited","4 Inver Mews, Old Chapel Ground, Arklow, Wicklow","Wicklow","Ireland","0858684095",,"Construction","Rachel Flanagan","rachel.flanagan@newgen.ie","0858684095",,,"Balark Investments Limited","4 Inver Mews, Old Chapel Ground, Arklow, Co. Wicklow",,
"2010","Balark Trading GP Limited","7th Floor, College House, Townsend Street, Dublin 2, Dublin","Dublin","Ireland","0858684037",,"Construction","Patrick Crean","patrick.crean@marlet.ie","087 2771189",,,"Balark Trading Gp Limited","7th Floor, College House, Townsend Street, Dublin 2",,
"1544","Balbriggan Chamber of Commerce Ltd","Georges Square, Balbriggan, Dublin","Dublin","Ireland","01 9680080","www.balbrigganchamber.ie","Industry body","Maurice O'Halloran","ceo@balbrigganchamber.ie","0872726415",,"152031","BALBRIGGAN CHAMBER OF COMMERCE COMPANY LIMITED BY GUARANTEE","THE SQAURE BALBRIGGAN CO. DUBLIN ",,
"902","Ballina Chamber of Commerce","Pearse Street, Ballina, Mayo","Mayo","Ireland","09672800","www.ballina.ie","Other (Chamber of Commerce)","Paul Regan","info@ballina.ie","09672800",,"277149","BALLINA CHAMBER OF COMMERCE LIMITED","41 PEARSE STREET BALLINA CO. MAYO ",,
"930","Ballybay Community Creche Ltd","Town Park, Ballybay, Co. Monaghan, Ballybay, A75V048, Monaghan","Monaghan","Ireland","042 9756996","www.ballybaycommunitycreche.com","Other (Community childcare service)","Laura Ward","ballybayccl@eircom.net","042 9756996",,"417424","BALLYBAY COMMUNITY CRECHE LIMITED","TOWN PARK BALLYBAY CO MONAGHAN ","20064211","CHY17319"
"1188","Ballyhass Childcare Facility Ltd","Ballyhass, Cecilstown, Mallow, P51 AT21, Cork","Cork","Ireland","022 27464","www.cairdeaschildcare.ie","Other (community childcare provider)","Hazel Bourke","cairdeasbh@gmail.com","022 27464",,"376397","HANDYMAN SERVICES","15 MEADOW VALE BLACKROCK CO DUBLIN ","20051983","CHY15222"
"189","Ballyhaunis Chamber of Commerce","Ballyhaunis Enterprise Centre, Clare Road, Ballyhaunis, F35HC66, Mayo","Mayo","Ireland","0949630311","www.ballyhaunischamber.ie","Other (Voluntary Activities for the Town of Ballyhaunis)","Anne Cunnane","ballyhaunischamber@gmail.com","0949630311",,,"Ballyhaunis Chamber of Commerce","C/O T. DILLON LEETCH & SONS SOLICITORS, BALLYHAUNIS, CO. MAYO",,
"1381","Ballyhoura Development Ltd.","Ballyhoura Centre, Main Street, Kilfinane, Kilfinane, Limerick","Limerick","Ireland","06391300","www.ballyhouradevelopment.ie","Other (Community Development)","Mary Gleeson","mgleeson@ballyhoura.org","06391300",,"190417","BALLYHOURA DEVELOPMENT LIMITED","MAIN STREET, KILFINANE, CO. LIMERICK. ","20027544","10671"
"1630","Ballyhoura Heritage and Environment CLG","Ballyhoura Centre, Main Street, Kilfinane, Kilfinane, Limerick","Limerick","Ireland","06391300",,"Other (community Development)","John Kennedy","reception@ballyhoura.org","06391300",,"492711","BALLYHOURA HERITAGE AND ENVIRONMENT LIMITED","MAIN STREET KILFINANE CO LIMERICK ",,"19497"
"1352","Ballymun Kickhams","Collinstown lane, County Dublin, Ballymun, CoDublin, Dublin","Dublin","Ireland","0871957469","www.ballymunkickhams.com","Other (sporting club)","Dermot McMahon","secretary.ballymunkickhams.dublin@gaa.ie","0871957469",,,,,,
"1690","Ballyroan Community & Youth Centre","Marian Road, Rathfarnham, Dublin, 14, Dublin","Dublin","Ireland","+3531710376","www.bcyc.ie","Other (Community & Youth Centre)","John Doyle","manager@bcyc.ie","+3531710376",,"469187","BALLYROAN COMMUNITY AND YOUTH CENTRE COMPANY LIMITED BY GUARANTEE","MARIAN ROAD RATHFARNHAM DUBLIN 14 ","chy19095","chy19095"
"1031","Balmoral International Land Limited","29 North Anne Street, Dublin, Dublin 7, Dublin","Dublin","Ireland","018872788","www.bilplc.com","Other (Property Investment & Development)","David O'Sullivan","Dosullivan@bilplc.com","018872785",,"416433","BALMORAL INTERNATIONAL LAND LIMITED","1 STOKES PLACE DUBLIN 2  ",,
"927","Bance Nolan Ltd","30-33 Waterford Business Park, Cork Road, Waterford, X91 P038, Waterford","Waterford","Ireland","051334698","www.bancenolan.ie","Other (Media relations & internal communications)","Brian Nolan","brian@bancenolan.ie","0868191730",,"340533","BANCE NOLAN LIMITED","GRAFTON BUILDINGS 34 GRAFTON STREET DUBLIN 2 ",,
"1192","Bank of Ireland Group plc","40 Mespil Road, Dublin, 4, Dublin","Dublin","Ireland","0766234769","https://www.bankofireland.com/","Finance","Lorraine Fitzgerald","lorraine.fitzgerald@boi.com","0766234769",,,"The Governor and Company of the Bank of Ireland","40 Mespil Road, Dublin 4",,
"69","Banking & Payments Federation Ireland","Nassau House, Nassau Street, Dublin, Dublin 2, Dublin","Dublin","Ireland","01-4748800","www.bpfi.ie","Industry body","Jillian Heffernan","jillian.heffernan@bpfi.ie","01-4748835",,,,,,
"980","Banteer Community Childcare Services Limited","Clonmeen Road, Banteer, Cork","Cork","Ireland","02956727",,"Other (Childcare Facility)","Denis Withers","deniswithers@gmail.com","0872820001",,,"BANTEER COMMUNITY CHILDCARE SERVICES","Clonmeen Road, Banteer, County Cork",,
"1868","Barclay Chemicals Manufacturing Limited","damastown way, Mulhuddart, 15, Dublin","Dublin","Ireland","018112900","Barclay Chemicals","Agribusiness","Simon Sheridan","sheridan.simon@gmail.com","0863846130",,,,"Barclay Chemicals Manufacturing Limited",,
"1599","Barclays Bank Ireland PLC","Two Park Place, Hatch Street, Dublin, 2, Dublin","Dublin","Ireland","01 618 6200","www.barclays.ie","Finance","Joseph Martin","Joseph.L.Martin@barclays.com","01 618 7104",,,"Barclays Bank Ireland PLC","Two Park Place, Hatch Street, Dublin 2.",,
"361","Barnardos","Christchurch Square, Dublin, 8, Dublin","Dublin","Ireland","01 4530355","www.barnardos.ie","Other (Children's charity)","Fergus Finlay","meriel.reeves@barnardos.ie","01 4503055",,"141526","BARNARDO'S - REPUBLIC OF IRELAND LIMITED","CHRISTCHURCH SQUARE, DUBLIN 8.  ","6015","6015"
"351","Barry Lyons","Crescent Hall,, Mount Street Crescent, Dublin 2, Dublin 2, D02 CP02",,"Ireland","+353 1 643 2700",,"Other (Solicitor)",,"blyons@lyonssolicitors.ie",,,,,,,
"1493","Bartra Capital Property Management Limited trading as Bartra Capital Property","Third Floor, Longphort House, Earlsfort Centre, Dublin 2, 0000, Dublin","Dublin","Ireland","0863977201","www.bartracapitalproperty.com","Other (Management of property development and investment)","Sally Anne Sherry","ssherry@bartracapitalproperty.com","0863977201",,"565969","BARTRA CAPITAL PROPERTY MANAGEMENT LIMITED","3RD FLOOR LONGPHORT HOUSE EARLSFORT CENTRE EARLSFORT TERRACE DUBLIN 2",,
"870","Basketball Ireland","National Basketball Arena, Tymon Park, Tallaght, Dublin 2, Dublin","Dublin","Ireland","0877646141","basketballireland.ie","Other (Governance and promotion of Basketball on the island of Ireland)","Bernard J.O'Byrne","bobyrne@basketballireland.ie","0877646141",,,"The Irish Basketball Association t/a Basketball Ireland","Tymon Park, Tallaght, Dublin 24","Not applicable",
"2007","Baxter Healthcare Ireland Ltd","Unit 7, Deansgrange Business Park, Kill Avenue, Blackrock, 94 XD50, Dublin","Dublin","Ireland","01-2065500","www.baxter.com","Health","Paul Hickey","paul_hickey@baxter.com","087-7655169",,,"Baxter Healthcare SA","Unit 7 Deansgrange Business Park, Kill Avenue, Blackrock, Co Dublin",,
"1099","BDO","Beaux Lane House, Mercer St Lower, Dublin, 2, Dublin","Dublin","Ireland","014700000","www.bdo.ie","Finance","John Gilmor Gavin","jgilmor@bdo.ie","014700000",,,,,,
"1284","BearingPoint Ireland","Montague house, Adelaide Road, Dublin, Dublin 2, D02 K039, Dublin","Dublin","Ireland","0878707220","www.bearingpoint.com","Other (Consulting)","Karen Dwyer","karen.dwyer@bearingpoint.com","0878707220",,"489298","BEARINGPOINT IRELAND","MONTAGUE HOUSE ADELAIDE ROAD DUBLIN 2 IRELAND",,
"1748","Beckvalley Ltd","Super Valu, Francis St, Kilrush, Clare","Clare","Ireland","0659051885",,"Other (Grocery Retail)","Paul Queally","paulqueally@eircom.net","0868645721",,"117795","BECKVALLEY LIMITED","FRANCES STREET, KILRUSH CO.CLARE ",,
"984","Belle Lake Trust","60 The Moorings, Maypark Lane, Dunmore Rd, Waterford, 00000, Waterford","Waterford","Ireland","087 6280629","www.bellelaketrust.com","Other (Environmental Protection and Natural Resources)","Mark Phelan","bellelakepikeanglingclub@gmail.com","087 6280629",,,,,,
"251","BeLonG To Youth Services Ltd.","Parliament House, 13 Parliament Street, Dublin, D02 P658, Dublin","Dublin","Ireland","016706229","www.belongto.org","Other (Charity)","Oisin O'Reilly","oisin@belongto.org","016814821",,"369888","BELONG TO YOUTH SERVICES","PARLIAMENT HOUSE, 13, PARLIAMENT STREET, DUBLIN 2. ","20059798","CHY16534"
"1511","Benefacts","6 Merrion Square, Dublin 2, Dublin, 2, Dublin","Dublin","Ireland","015367130","www.benefacts.ie","Other (Benefacts is an organisation that provides free public access to information about the nonprofit sector in Ireland)","Patrica Quinn","patricia.quinn@benefacts.ie","015367130",,"553387","BENEFACTS","6 MERRION SQUARE DUBLIN 2  ",,
"1175","Bennett Property Limited","Forest Park, Mullingar, N91 E1WD, Westmeath","Westmeath","Ireland","0449346000",,"Construction","Shane Scully","shanescully@bennettproperty.ie","+353 86 1742271",,"429861","BENNETT PROPERTY LIMITED","FOREST PARK MULLINGAR CO. WESTMEATH ",,
"395","Big Picture Communications Ltd","9 Alderwood Court, Naas, Kildare","Kildare","Ireland","+353 87 9678921","www.bpcommunications.ie","Lobbying","Brian Purcell","brian@bpcommunications.ie","+353 87 9678921",,,,,,
"1355","Bilfinger GVA","2nd Floor, Seagrave House, Earlsfort Terrace, Dublin 2, Dublin, Dublin 2, Dublin","Dublin","Ireland","016618500","www.gva.ie","Other (Planning Consultancy)","Robert McLoughlin","robert.mcloughlin@gva.ie","016618500",,"409687","GVA PLANNING AND REGENERATION LIMITED","SECOND FLOOR SEAGRAVE HOUSE EARLSFORT TERRACE DUBLIN 2",,
"964","Billy Murphy","Journey's End, Leopardstown Road, Foxrock, Dublin, 18, Dublin","Dublin","Ireland","0872491225",,"Construction",,"billytorc@gmail.com",,,,,,,
"558","BirdWatch Ireland","Unit 20, Block D, Bullford Business Campus, Kilcoole, A63 RW83, Wicklow","Wicklow","Ireland","+35312819878","www.birdwatchireland.ie","Other (Advocacy for the environment)","Siobhan Egan","segan@birdwatchireland.ie","+35312819878",,"116468","IRISH WILDBIRD CONSERVANCY (CAIRDE EANLAITH EIREANN)","UNIT 20, BLOCK D,BULLFORD BUSINESS CAMPUS KILCOOLE CO WICKLOW ","CHY NO 5703","5703"
"737","Bishopscourt Residential Care","Liskillea, Waterfall, Near Cork, T12 RV0P, Cork","Cork","Ireland","0214885833","www.bishopscourt.ie","Health","Catherine O'Connor","catherine@bishopscourt.ie","catherine@bishopscourt.ie",,"275025","BISHOPSCOURT RESIDENTIAL CARE LIMITED","LISKILLEA WATERFALL CO CORK ",,
"1818","Bissett Industrial Limited","South Bank Road, Ringsend, Dublin 4, Ringsend, Dublin","Dublin","Ireland","0862343928",,"Lobbying","Larry Joyce","bissett@indigo.ie","016683168",,"493988","BISSETT INDUSTRIAL LIMITED","SOUTH BANK ROAD RINGSEND DUBLIN 4 ",,
"767","BLACKROCK INVESTMENT MANAGEMENT (DUBLIN) LIMITED","JP MORGAN HOUSE, , INTERNATIONAL FINANCIAL SERVICES CENTRE, DUBLIN 1, D01W213, Dublin","Dublin","Ireland","+442077434646","www.blackrock.com","Finance","Martin Parkes","martin.parkes@blackrock.com","+442077434646",,"225587","BLACKROCK INVESTMENT MANAGEMENT (DUBLIN) LIMITED","JP MORGAN HOUSE INTERNATIONAL FINANCIAL SERVICES CENTRE DUBLIN 1 ",,
"1199","Blessington & District Forum","Corner House, Main Street, Blessington, Wicklow","Wicklow","Ireland","0862443640",,"Other (Community Organisation)","Michael Sargent","michael@gsw.ie","0862443640",,,"Blessington & District Forum","Corner House Main Street Blessington Co Wicklow",,
"671","Bloomfield Health Services","Stocking Lane, Rathfarnham, Dublin 16, Rathfarnham, Dublin","Dublin","Ireland","01 4950021","www.bloomfield.ie","Health","Damien O'Dowd","ceo@bloomfield.ie","01 44950021",,"412474","BLOOMFIELD CARE CENTRE LIMITED","STOCKING LANE RATHFARNHAM DUBLIN 16 ",,"CHY4070"
